# 1:iteation 2:time 3:level 4:i 5:x 6:psi 7:Pi
190 3.800000000000003 1 1 -4.64 1.7592925369667876e-234 0.0
190 3.800000000000003 1 2 -4.56 1.723282697033019e-226 0.0
190 3.800000000000003 1 3 -4.4799999999999995 -0.00024989838046243144 -0.0044147193728727215
190 3.800000000000003 1 4 -4.3999999999999995 -0.0007462052200429499 -0.00712479017072967
190 3.800000000000003 1 5 -4.319999999999999 -0.0007585861402944966 0.013784648847148053
190 3.800000000000003 1 6 -4.239999999999999 0.0038267086162243526 0.12372414157562162
190 3.800000000000003 1 7 -4.159999999999999 0.02428067850708225 0.4310136421619698
190 3.800000000000003 1 8 -4.08 0.07971072179292564 0.9974396968033721
190 3.800000000000003 1 9 -3.9999999999999996 0.1862140827884576 1.648720302978746
190 3.800000000000003 1 10 -3.9199999999999995 0.33211148741864777 1.8693863698980961
190 3.800000000000003 1 11 -3.8399999999999994 0.4589961029881167 1.105519275076485
190 3.800000000000003 1 12 -3.7599999999999993 0.48508731901305546 -0.5455665921088961
190 3.800000000000003 1 13 -3.68 0.3760179441907325 -2.030485736094961
190 3.800000000000003 1 14 -3.6 0.1954236625288138 -2.205971470871775
190 3.800000000000003 1 15 -3.52 0.05583958214201491 -1.1656182137957083
190 3.800000000000003 1 16 -3.44 0.007845809785612896 -0.15864997203086867
190 3.800000000000003 1 17 -3.3599999999999994 0.008458227894827296 0.0402274869078879
190 3.800000000000003 1 18 -3.2799999999999994 0.005259302843677794 -0.10275993893623053
190 3.800000000000003 1 19 -3.2 -0.0021055032721167617 -0.039596640514057924
190 3.800000000000003 1 20 -3.12 -0.0005337389804294925 0.04842027727515345
190 3.800000000000003 1 21 -3.04 0.0015155819656777099 -0.009521945524159085
190 3.800000000000003 1 22 -2.96 -0.0006057783674729254 -0.02019726707463823
190 3.800000000000003 1 23 -2.8799999999999994 -0.0003417491322123 0.018780453460154174
190 3.800000000000003 1 24 -2.8 0.0005915214115132246 -0.003573122266925326
190 3.800000000000003 1 25 -2.7199999999999998 -0.00032000303091973023 -0.007542930112546573
190 3.800000000000003 1 26 -2.64 -3.438849829819913e-5 0.009112045903325502
190 3.800000000000003 1 27 -2.5599999999999996 0.00021965687565064115 -0.004699430902468496
190 3.800000000000003 1 28 -2.4800000000000004 -0.00021469859408341314 -0.0004741234989683737
190 3.800000000000003 1 29 -2.3999999999999995 0.00010664448828734432 0.0033149503811943726
190 3.800000000000003 1 30 -2.3199999999999994 -1.7200611518639327e-5 -0.004011403864207275
190 3.800000000000003 1 31 -2.24 -0.00010197766923605467 0.0024482915160999514
