# 1:iteation 2:time 3:level 4:i 5:x 6:psi 7:Pi
120 2.4000000000000017 1 1 -4.64 1.7592925369667876e-234 0.0
120 2.4000000000000017 1 2 -4.56 1.723282697033019e-226 0.0
120 2.4000000000000017 1 3 -4.4799999999999995 -1.0396998916751934e-16 -3.44815786445863e-15
120 2.4000000000000017 1 4 -4.3999999999999995 -4.776990772730276e-16 -4.558908116570411e-15
120 2.4000000000000017 1 5 -4.319999999999999 1.6537238776830089e-15 9.965036310531003e-14
120 2.4000000000000017 1 6 -4.239999999999999 2.3233370697459746e-14 5.567528223753301e-13
120 2.4000000000000017 1 7 -4.159999999999999 4.357476889214181e-14 -8.643943527777781e-13
120 2.4000000000000017 1 8 -4.08 -5.427066648120386e-13 -2.0411853173695205e-11
120 2.4000000000000017 1 9 -3.9999999999999996 -3.627079650003339e-12 -6.049476252994728e-11
120 2.4000000000000017 1 10 -3.9199999999999995 -1.983563679421831e-13 3.0464431271442726e-10
120 2.4000000000000017 1 11 -3.8399999999999994 9.75634567884695e-11 2.873586763033196e-9
120 2.4000000000000017 1 12 -3.7599999999999993 4.340983118702828e-10 4.799962181896326e-9
120 2.4000000000000017 1 13 -3.68 -4.6109235133017294e-10 -4.649379864728206e-8
120 2.4000000000000017 1 14 -3.6 -1.2116357573839957e-8 -3.0902801999207487e-7
120 2.4000000000000017 1 15 -3.52 -4.4603990997225955e-8 -3.910355083348843e-7
120 2.4000000000000017 1 16 -3.44 4.672708811782392e-8 4.315148832385313e-6
120 2.4000000000000017 1 17 -3.3599999999999994 1.0791097670557425e-6 2.6462330613938084e-5
120 2.4000000000000017 1 18 -3.2799999999999994 4.150289718694234e-6 4.534815036823562e-5
120 2.4000000000000017 1 19 -3.2 1.0768821231534352e-6 -0.0002154018972027989
120 2.4000000000000017 1 20 -3.12 -6.050190656414921e-5 -0.001653133664543505
120 2.4000000000000017 1 21 -3.04 -0.00030331314710639015 -0.004689138384940943
120 2.4000000000000017 1 22 -2.96 -0.0006357784331332408 -0.00121343897869637
120 2.4000000000000017 1 23 -2.8799999999999994 0.0006906636348533306 0.047165238061953885
120 2.4000000000000017 1 24 -2.8 0.01055741927761311 0.23325768388453816
120 2.4000000000000017 1 25 -2.7199999999999998 0.0447735147105666 0.6735361202208504
120 2.4000000000000017 1 26 -2.64 0.12467225640193356 1.350027933994257
120 2.4000000000000017 1 27 -2.5599999999999996 0.2573903435139487 1.8950822524011481
120 2.4000000000000017 1 28 -2.4800000000000004 0.40698105562266634 1.6550974044523048
120 2.4000000000000017 1 29 -2.3999999999999995 0.4924416300085946 0.3068632598039145
120 2.4000000000000017 1 30 -2.3199999999999994 0.44459386010330665 -1.462768052829886
120 2.4000000000000017 1 31 -2.24 0.2829662966973274 -2.316677621172026
120 2.4000000000000017 1 32 -2.16 0.11336161784538597 -1.7081113145604316
120 2.4000000000000017 1 33 -2.08 0.02404374305852406 -0.5614817899987014
120 2.4000000000000017 1 34 -1.9999999999999993 0.007186604265811274 -0.010776388780660333
120 2.4000000000000017 1 35 -1.92 0.006622185879017057 -0.04453890331106367
120 2.4000000000000017 1 36 -1.8399999999999999 0.0007462510134666816 -0.0651606552632379
120 2.4000000000000017 1 37 -1.7600000000000002 -0.0010843633210753838 0.014587582640716879
120 2.4000000000000017 1 38 -1.6799999999999997 0.000644430328871497 0.010697262861590597
120 2.4000000000000017 1 39 -1.5999999999999999 0.0001519888448546679 -0.013264099646858664
